,0,1,2,3
0,55.76923076923077,364.2307692307693,82.69230769230771,443.46153846153845
1,115.3846153846154,368.8461538461538,150.76923076923077,486.53846153846155
2,219.61538461538464,393.46153846153845,255.76923076923077,458.8461538461538
3,235.38461538461542,361.53846153846155,296.9230769230769,550.7692307692307
4,301.9230769230769,360.76923076923083,345.76923076923083,542.3076923076923
5,298.4615384615385,382.30769230769226,343.07692307692315,473.0769230769231
6,403.46153846153845,366.15384615384613,441.1538461538462,520.0
7,436.53846153846155,365.3846153846154,461.92307692307685,436.1538461538462
8,473.46153846153845,325.3846153846154,488.07692307692315,394.6153846153846
9,463.84615384615387,362.3076923076923,510.0,517.6923076923076
10,514.6153846153846,383.84615384615387,542.3076923076924,450.0
11,527.3076923076923,382.3076923076923,548.0769230769231,448.46153846153845
12,538.4615384615383,385.76923076923083,560.0,451.15384615384613
13,548.0769230769231,383.0769230769231,576.5384615384615,450.76923076923083
14,607.6923076923077,357.30769230769226,633.8461538461538,431.9230769230769
15,532.3076923076923,170.76923076923077,640.0,515.3846153846154
16,416.15384615384613,271.9230769230769,423.84615384615387,298.84615384615387
17,400.7692307692307,271.9230769230769,408.46153846153845,295.7692307692308
18,398.84615384615387,273.46153846153845,404.23076923076917,295.7692307692308
19,387.6923076923077,271.53846153846155,395.3846153846154,303.84615384615387
20,383.46153846153845,269.23076923076917,390.3846153846154,300.0
21,380.7692307692307,274.61538461538464,388.46153846153845,303.8461538461538
22,376.15384615384613,273.46153846153845,380.76923076923083,298.84615384615387
23,372.69230769230774,271.9230769230769,378.0769230769231,297.3076923076923
24,366.9230769230769,266.53846153846155,376.15384615384613,313.46153846153845
25,361.9230769230769,270.7692307692308,375.0,318.46153846153845
26,352.6923076923077,266.9230769230769,365.7692307692307,316.15384615384613
27,346.53846153846155,268.0769230769231,353.46153846153845,302.6923076923077
28,340.3846153846154,268.0769230769231,348.8461538461538,311.9230769230769
29,328.0769230769231,245.38461538461542,345.76923076923083,337.6923076923077
30,282.3076923076923,250.38461538461542,306.9230769230769,346.53846153846155
31,244.61538461538464,244.23076923076928,286.1538461538462,426.53846153846155
32,188.84615384615387,232.30769230769226,226.53846153846155,420.0
33,208.84615384615384,246.53846153846155,220.38461538461536,302.6923076923077
34,193.84615384615384,254.61538461538458,207.6923076923077,326.9230769230769
35,178.84615384615387,245.38461538461536,195.0,343.84615384615387
36,171.53846153846155,243.84615384615384,185.38461538461542,323.84615384615387
37,156.53846153846155,236.53846153846155,175.76923076923077,338.84615384615387
38,132.6923076923077,262.6923076923077,155.0,337.3076923076923
39,89.61538461538461,236.92307692307693,130.3846153846154,349.23076923076917
40,32.30769230769231,217.6923076923077,69.23076923076923,356.15384615384613
41,36.92307692307693,218.84615384615384,56.92307692307693,344.23076923076917
42,13.46153846153846,231.92307692307693,29.615384615384617,345.0
43,0.38461538461538547,222.3076923076923,25.769230769230766,362.30769230769226
44,100.76923076923077,264.6153846153846,119.23076923076923,321.53846153846155
45,118.07692307692308,261.15384615384613,137.30769230769232,320.3846153846154
46,167.30769230769232,247.69230769230768,183.46153846153845,340.0
47,176.53846153846155,250.76923076923072,188.07692307692307,338.46153846153845
48,188.07692307692307,242.3076923076923,199.61538461538458,302.3076923076923
49,161.53846153846155,271.9230769230769,247.69230769230768,558.8461538461538
50,144.23076923076923,247.6923076923077,321.9230769230769,640.0
51,296.9230769230769,256.9230769230769,315.3846153846154,326.15384615384613
52,298.46153846153845,249.61538461538458,332.3076923076923,378.0769230769231
53,313.8461538461538,252.6923076923077,349.23076923076917,384.23076923076917
54,333.84615384615387,255.7692307692308,353.84615384615387,408.84615384615387
55,331.53846153846155,276.53846153846155,353.07692307692315,434.2307692307693
56,341.9230769230769,252.30769230769226,385.76923076923083,460.0
57,357.30769230769226,267.30769230769226,391.9230769230769,448.0769230769231
58,380.7692307692307,283.46153846153845,414.6153846153846,450.3846153846154
59,407.69230769230774,287.6923076923077,426.15384615384613,398.46153846153845
60,398.8461538461538,253.84615384615387,433.46153846153845,400.0
61,370.76923076923083,306.15384615384613,450.76923076923083,640.0
62,420.76923076923083,260.7692307692307,460.76923076923083,457.6923076923077
63,441.15384615384613,276.9230769230769,474.23076923076917,429.23076923076917
64,414.6153846153846,301.53846153846155,517.6923076923076,640.0
65,498.84615384615387,301.9230769230769,547.3076923076923,568.8461538461538
66,461.15384615384613,303.46153846153845,631.1538461538462,639.6153846153846
67,532.3076923076923,277.3076923076923,593.8461538461538,531.9230769230769
68,580.0,284.61538461538464,640.0,640.0
69,435.76923076923083,251.53846153846155,444.23076923076917,276.15384615384613
70,458.84615384615387,253.07692307692307,467.30769230769226,276.15384615384613
71,470.3846153846154,253.0769230769231,480.3846153846154,277.6923076923077
72,499.6153846153846,255.76923076923077,509.6153846153846,278.0769230769231
73,579.6153846153846,265.3846153846154,591.1538461538462,288.46153846153845
74,635.7692307692307,256.53846153846155,639.6153846153846,289.6153846153846
75,243.46153846153845,405.38461538461536,290.3846153846154,570.0
76,287.3076923076923,400.3846153846154,328.0769230769231,573.4615384615385
77,332.3076923076923,413.46153846153845,378.46153846153845,574.2307692307693
78,365.7692307692307,409.2307692307693,412.6923076923077,581.5384615384615
79,411.53846153846155,395.3846153846154,462.3076923076923,584.6153846153846
80,123.84615384615384,301.15384615384613,179.23076923076923,554.2307692307692
81,114.23076923076923,296.9230769230769,159.61538461538458,532.3076923076923
82,165.38461538461542,310.38461538461536,206.92307692307693,555.7692307692308
83,163.84615384615387,282.3076923076923,208.46153846153845,531.5384615384615
84,204.61538461538464,314.61538461538464,246.15384615384616,559.2307692307692
85,199.23076923076923,295.7692307692308,234.61538461538464,530.3846153846154
86,228.84615384615387,303.46153846153845,263.46153846153845,533.4615384615385
87,229.61538461538464,326.53846153846155,281.1538461538462,539.6153846153846
88,268.8461538461538,300.3846153846154,300.38461538461536,530.3846153846154
89,289.2307692307692,283.0769230769231,336.9230769230769,543.0769230769231
90,320.7692307692307,288.46153846153845,357.6923076923077,525.3846153846154
91,344.6153846153846,298.0769230769231,387.6923076923077,538.8461538461538
92,373.84615384615387,310.3846153846154,412.30769230769226,543.4615384615385
93,402.3076923076923,304.2307692307692,440.7692307692307,538.8461538461538
94,465.0,291.5384615384615,513.4615384615383,566.9230769230769
95,436.53846153846155,311.1538461538462,474.2307692307693,553.4615384615385
96,412.6923076923077,300.0,505.7692307692307,607.6923076923077
97,320.0,275.7692307692307,432.30769230769226,602.6923076923076
98,302.6923076923077,317.6923076923077,335.76923076923083,453.0769230769231
99,249.61538461538458,308.0769230769231,290.3846153846154,456.5384615384616
100,245.38461538461542,322.30769230769226,265.3846153846154,410.0
101,211.15384615384616,323.46153846153845,239.61538461538464,408.8461538461538
102,200.38461538461542,305.38461538461536,219.61538461538458,380.7692307692307
103,235.76923076923077,300.7692307692307,250.38461538461536,354.6153846153846
104,232.6923076923077,293.46153846153845,247.3076923076923,345.0
105,194.61538461538464,281.15384615384613,219.23076923076923,343.46153846153845
106,227.30769230769232,285.7692307692308,243.46153846153845,343.46153846153845
107,250.38461538461536,316.9230769230769,272.6923076923077,409.23076923076917
108,0.0,275.38461538461536,49.23076923076923,453.84615384615387
109,37.69230769230769,210.00000000000003,142.3076923076923,531.5384615384617
110,195.38461538461542,218.0769230769231,281.53846153846155,512.6923076923077
111,262.6923076923077,128.46153846153845,325.0,416.15384615384613
112,400.0,153.84615384615384,520.0,598.4615384615383
113,363.84615384615387,284.6153846153846,396.15384615384613,430.7692307692307
114,391.1538461538462,284.23076923076917,430.3846153846154,425.0
115,555.3846153846154,281.5384615384615,593.8461538461538,456.9230769230769
116,0.0,187.6923076923077,33.84615384615385,307.6923076923077
117,22.307692307692307,207.3076923076923,50.0,314.2307692307692
118,93.84615384615385,196.15384615384616,132.30769230769232,316.1538461538462
119,125.0,198.84615384615387,162.6923076923077,318.0769230769231
120,167.3076923076923,192.69230769230768,200.38461538461536,315.0
121,195.76923076923077,202.30769230769232,227.3076923076923,314.6153846153846
122,206.9230769230769,165.38461538461536,242.3076923076923,303.8461538461538
